company_id,company_name,normalized_name,editions,booths,unit_type,tags,industry_chain_position,country,province,city,district,region,organization_nature,service_scope,representative_projects,association_member,ufi_related,icca_related,international_memberships,website,address,phone,email,fax,data_source_summary,trust_level,updated_at,contact_policy,verification_status,confidence,location_method,source_ids,source_types,notes
C10908,成都市诚恒文化传播有限公司,成都市诚恒文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市武侯区双元街2栋1层2号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：赵瑛琦；注册资本：500万元；成立日期：2013-03-07；统一社会信用代码：91510107062438606C；英文名：Chengdu Chengheng Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10909,成都市乔禾木文化传媒有限公司,成都市乔禾木文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,双流区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区和乐一街888号14栋1单元16楼1605号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：吴松鹤；注册资本：300万元；成立日期：2025-07-24；统一社会信用代码：91510100MAEQN28U3H；英文名：Chengdu Qiaohemu Cultural Media Co., Ltd."
C10910,四川广澜文化传媒有限公司,四川广澜文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,双流区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都高新区锦韵路533号2栋5层502号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：苏志平；注册资本：100万元；成立日期：2019-12-26；统一社会信用代码：91510100MA669WB344；英文名：Sichuan Guanglan Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10911,四川普影光美文化传媒有限公司,四川普影光美文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,郫都区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市郫都区犀浦镇犀池四街155号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：曹相波；注册资本：100万元；成立日期：2021-12-14；统一社会信用代码：91510124MA7DEEDT60；英文名：Sichuan Puying Guangmei Cultural Media Co., Ltd."
C10912,四川旻泽一然文化传播有限公司,四川旻泽一然文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人独资）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市武侯区航空路6号2栋1单元12层1202号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：焦宽新；注册资本：200万元；成立日期：2020-07-14；统一社会信用代码：91510107MA652M564Y；英文名：Sichuan Minze Yiran Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10913,四川卓囿文化传播有限公司,四川卓囿文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,锦江区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市锦江区东大街紫东楼段11号1-1幢19层9号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：何红；注册资本：1000万元；成立日期：2021-03-03；统一社会信用代码：91510104MA6B6J7B76；英文名：Sichuan Zhuoyuan Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10914,四川省攀德唐卡文化传播有限公司,四川省攀德唐卡文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,http://www.jiumiantang.com,成都市武侯区高华横街33号1栋2单元20楼2002号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：恩珠；注册资本：1000万元；成立日期：2016-05-09；统一社会信用代码：91510100MA61ULKJ2F；英文名：Sichuan Pande Tangka Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10915,四川怪侠神猪传媒有限责任公司,四川怪侠神猪传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区益州大道中段722号2栋1单元14层1409号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：王楠萍；注册资本：100万元；成立日期：2022-06-15；统一社会信用代码：91510100MABNYP6BX4；英文名：Sichuan Guaixia Shenzhu Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10916,成都锦城悦文化传媒有限公司,成都锦城悦文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市武侯区龙江路18号1栋1层附12号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：王俊杰；注册资本：200万元；成立日期：2018-02-06；统一社会信用代码：91510107MA6CAAAP9W；英文名：Chengdu Jinchengyue Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10917,四川普菲尔文化传播有限公司,四川普菲尔文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,金牛区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市金牛区树蓓街2号附18号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：张洛溪；注册资本：200万元；成立日期：2017-09-07；统一社会信用代码：91510106MA6DH85KX6；英文名：Sichuan Pufei Culture Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10918,成都叙里酒店合伙企业（有限合伙）,成都叙里酒店合伙企业,,,酒店餐饮商旅服务,酒店餐饮商旅服务,中游,中国,四川省,成都市,青羊区,西南,工商登记类型：有限合伙企业,酒店商旅、文旅目的地、住宿餐饮、露营营地及会议活动配套服务,待补充,待核验,待核验,待核验,待核验,,成都市青羊区槐树街38号附8号1楼-7楼,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,企查查状态：存续；法定代表人：成都熊猫困了品牌管理有限公司；注册资本：100万元；成立日期：2023-10-31；统一社会信用代码：91510105MAD18B6388；英文名：Chengdu Xuli Hotel Partnership (Limited Partnership)；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏
C10919,成都有礼文化创意有限公司,成都有礼文化创意,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人独资）,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,成都市武侯区沙堰街40号1栋6层401号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：王素芝；注册资本：200万元；成立日期：2018-07-30；统一社会信用代码：91510107MA66PWCM3T；英文名：Chengdu Youli Cultural and Creative Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10920,四川法恒宣文化传播有限公司,四川法恒宣文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,金牛区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,fhxwhcb.com,成都市金牛区金府路593号8栋3单元4层9号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：唐海燕；注册资本：200万元；成立日期：2017-05-10；统一社会信用代码：91510106MA6CPMJP04；英文名：Sichuan Fahengxuan Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10921,都江堰江苑酒店有限责任公司,都江堰江苑酒店,,,酒店餐饮商旅服务,酒店餐饮商旅服务,中游,中国,四川省,成都市,都江堰市,西南,工商登记类型：其他有限责任公司,酒店商旅、文旅目的地、住宿餐饮、露营营地及会议活动配套服务,待补充,待核验,待核验,待核验,待核验,,四川省成都市都江堰市幸福街道翔凤桥社区走马河东路中段99号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：李静；注册资本：2000万元；成立日期：2023-03-31；统一社会信用代码：91510181MACDH99F8P；英文名：Dujiangyan Irrigation Project Jiangyuan Hotel Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10922,四川顶流开麦文化传媒有限公司,四川顶流开麦文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,龙泉驿区,西南,工商登记类型：其他有限责任公司,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市龙泉驿区东安街道活力路789号1楼2号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：孙楠；注册资本：100万元；成立日期：2020-09-11；统一社会信用代码：91510112MA69MQQD9U；英文名：Sichuan Dingliu Kaimai Culture Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10923,四川双龙汇文化创意有限公司,四川双龙汇文化创意,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人独资）,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区天府大道中段500号1栋5楼507号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：廖献丽；注册资本：100万元；成立日期：2022-03-15；统一社会信用代码：91510100MA7K15GJ4K；英文名：Sichuan Shuanglonghui Cultural Creativity Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10924,六度空间（成都）文化传媒有限公司,六度空间文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市武侯区云霞路56路附1号1层,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：陈宁；注册资本：100万元；成立日期：2025-04-02；统一社会信用代码：91510107MAEG3L0R1B；英文名：Six Dimensional Space (Chengdu) Cultural Media Co., Ltd."
C10925,四川玄会文化传播有限公司,四川玄会文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人投资或控股）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,中国（四川）自由贸易试验区成都高新区吉泰五路88号3幢10层8号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：吴国华；注册资本：100万元；成立日期：2023-11-13；统一社会信用代码：91510100MAD2TH8R9E；英文名：Sichuan Xuanhui Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10926,成都爱乐乐团有限责任公司,成都爱乐乐团,,,企业,待判定,待判定,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人独资）,企查查会展行业搜索结果；行业链条位置待人工核验,待补充,待核验,待核验,待核验,待核验,,成都市武侯区火车南站街道航空路7号1栋3层2号C区,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,低,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：彭韵子；注册资本：200万元；成立日期：2022-03-09；统一社会信用代码：91510107MA7KDB164F；英文名：Chengdu Philharmonic Orchestra Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10927,成都星在麓湖文化发展有限公司,成都星在麓湖文化发展,,,企业,会展策划与活动公司、广告传媒与公关传播,中游,中国,四川省,成都市,双流区,西南,工商登记类型：其他有限责任公司,文化活动、文艺演出、体育表演、品牌活动、创意策划、整合营销与项目执行,待补充,待核验,待核验,待核验,待核验,,四川省成都市天府新区华阳街道天府大道南一段1600号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：朱寅；注册资本：100万元；成立日期：2020-08-21；统一社会信用代码：91510100MAAGXNPR2T；英文名：Chengdu Xingzaihu Cultural Development Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10928,四川中园智盛文化传媒有限责任公司,四川中园智盛文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,金牛区,西南,工商登记类型：其他有限责任公司,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都金牛高新技术产业园区金周路595号4栋21层2101号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：周旭；注册资本：100万元；成立日期：2024-10-29；统一社会信用代码：91510106MAE3RW042W；英文名：Sichuan Zhongyuan Zhisheng Cultural Media Co., Ltd."
C10929,乐绚（成都）国际文化传媒有限公司,乐绚国际文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：其他有限责任公司,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市武侯区高升桥东路8-16号1号楼2层1-244号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：田媛；注册资本：500万元；成立日期：2022-10-21；统一社会信用代码：91350200MA8W32DJ0M；英文名：Le Xuan (Chengdu) International Cultural Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10930,成都未奇未文化传播有限公司,成都未奇未文化传播,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,成华区,西南,工商登记类型：有限责任公司（自然人独资）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,成都市成华区建设路10号1栋1单元5楼7号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：陈源；注册资本：100万元；成立日期：2021-08-18；统一社会信用代码：91510108MA69XQAN9T；英文名：Chengdu Weiqiwei Cultural Communication Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10931,成都融乐环球酒店有限公司,成都融乐环球酒店,,,酒店餐饮商旅服务,酒店餐饮商旅服务,中游,中国,四川省,成都市,成华区,西南,工商登记类型：其他有限责任公司,酒店商旅、文旅目的地、住宿餐饮、露营营地及会议活动配套服务,待补充,待核验,待核验,待核验,待核验,,四川省成都市成华区熊猫大道1248号1楼108室,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：王晨；注册资本：1000万元；成立日期：2021-03-29；统一社会信用代码：91510108MA68DHGK8M；英文名：Chengdu Rongle Global Hotel Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
C10932,成都菲乐普文化传媒有限公司,成都菲乐普文化传媒,,,企业,广告传媒与公关传播,中游,中国,四川省,成都市,武侯区,西南,工商登记类型：有限责任公司（自然人独资）,新闻媒体、公关传播、广告投放、内容制作、品牌活动传播与观众触达,待补充,待核验,待核验,待核验,待核验,,四川省成都市武侯区桐梓林北路2号1栋10楼7号,,,,企查查高级搜索导出（2026-06-02；旅游饭店/露营地/新闻媒体/文艺表演/艺术表演场馆/文化活动/体育表演服务）,C,2026-06-02,企查查导出含联系方式；本表不写入联系电话/邮箱，公开前需二次核验或脱敏；公开前需二次核验或脱敏,企查查工商登记信息导入；按用户给定产业范围映射到MICE分类，待人工复核活动/会议/商旅相关性；企查查工商登记信息增强；分类沿用名录或人工核定口径,中,qcc_registered_address_pending_map_verification,,qcc_export,"企查查状态：存续；法定代表人：袁力；注册资本：100万元；成立日期：2022-08-04；统一社会信用代码：91510107MABW0X4361；英文名：Chengdu Feilepu Culture Media Co., Ltd.；企查查导出含联系方式；未写入公开电话/邮箱字段，公开前需二次核验或脱敏"
